transaction_id,customer_id,merchant_id,timestamp,amount,currency,payment_method,transaction_type,merchant_category,device_type,operating_system,browser,IP_country,geo_latitude,geo_longitude,distance_from_home,login_duration,transaction_hour,day_of_week,weekend,international,failed_login_attempts,previous_transactions_24h,average_spending_30d,spending_change,merchant_risk,customer_risk,fraud_probability,is_fraud
T00004138,C000609,M00072,2025-03-30 20:57:00,94339.47,INR,Wallet,Transfer,Travel,Desktop,Android,Firefox,USA,-1.297735,15.378892,173.35,167,20,Sunday,Yes,No,1,24,24381.39,57.86,0.5,Low,0.25,0
T00004139,C000285,M00060,2025-01-14 22:40:00,43641.6,INR,UPI,Refund,Grocery,Desktop,Windows,Chrome,UK,70.414415,141.91879,117.24,206,22,Tuesday,No,No,1,26,35786.02,149.34,0.21,Medium,0.33,0
T00004140,C000494,M00060,2025-03-09 10:04:00,89112.8,INR,UPI,Transfer,Retail,Mobile,Windows,Chrome,UK,-25.281752,150.854701,166.3,362,10,Sunday,Yes,No,3,2,43286.96,-15.31,0.62,Medium,0.17,0
T00004141,C000579,M00166,2026-02-19 09:14:00,13825.24,INR,UPI,Transfer,Electronics,Desktop,iOS,Edge,Canada,-80.865137,67.129006,344.04,395,9,Thursday,No,No,4,22,41215.52,97.36,0.12,Medium,0.13,0
T00004142,C000333,M00092,2026-02-12 11:36:00,63767.65,INR,UPI,Refund,Travel,Desktop,macOS,Safari,UK,63.432658,150.572336,268.73,398,11,Thursday,No,No,4,14,25681.57,56.06,0.99,High,0.17,0
T00004143,C000183,M00012,2025-05-21 08:44:00,61443.8,INR,Debit Card,Refund,Food,POS,Android,Safari,USA,-38.092966,-105.193525,386.09,181,8,Wednesday,No,Yes,4,0,29101.47,-20.04,0.53,Low,0.34,0
T00004144,C000990,M00113,2025-10-18 15:51:00,57367.66,INR,UPI,Refund,Food,POS,iOS,Chrome,Germany,-86.597547,42.180917,4.57,5,15,Saturday,Yes,No,4,3,9053.54,-54.09,0.64,Low,0.08,0
T00004145,C000605,M00085,2025-07-17 05:40:00,88605.66,INR,Debit Card,Purchase,Travel,POS,macOS,Edge,USA,-45.557865,97.075626,168.84,451,5,Thursday,No,No,4,4,36539.2,70.76,0.04,High,0.26,0
T00004146,C000319,M00050,2025-07-27 12:13:00,24952.49,INR,Wallet,Purchase,Grocery,Mobile,Windows,Safari,India,-12.024468,17.859523,446.43,235,12,Sunday,Yes,No,1,0,1687.04,122.21,0.55,Medium,0.06,0
T00004147,C000877,M00010,2026-01-12 16:20:00,22594.27,INR,Credit Card,Refund,Entertainment,Mobile,Windows,Safari,UK,-76.19013,22.258186,63.63,439,16,Monday,No,No,1,12,44597.7,138.21,0.15,Medium,0.3,0
T00004148,C000026,M00125,2025-02-11 19:03:00,17909.51,INR,Wallet,Purchase,Food,Mobile,Windows,Firefox,Canada,70.710662,66.553327,293.78,212,19,Tuesday,No,Yes,4,22,43131.07,-70.09,0.33,Low,0.07,0
T00004149,C000454,M00102,2025-10-19 01:36:00,98194.47,INR,Wallet,Refund,Entertainment,Desktop,Android,Firefox,UK,36.422843,137.98635,77.11,284,1,Sunday,Yes,No,0,12,18610.25,36.23,0.25,Medium,0.29,0
T00004150,C000554,M00064,2025-07-18 04:01:00,18061.04,INR,Debit Card,Refund,Food,POS,Android,Safari,UK,-55.422402,-152.244857,409.42,572,4,Friday,No,No,3,7,38930.87,11.94,0.3,Medium,0.2,0
T00004151,C000014,M00085,2025-08-13 07:30:00,49195.38,INR,UPI,Refund,Food,POS,iOS,Edge,USA,-49.055258,70.23811,368.44,88,7,Wednesday,No,Yes,4,6,23118.08,-23.1,0.34,Low,0.31,0
T00004152,C000941,M00019,2025-03-02 14:33:00,9826.56,INR,UPI,Purchase,Travel,POS,macOS,Chrome,Germany,1.493766,-78.621339,66.5,563,14,Sunday,Yes,Yes,3,30,6768.36,92.35,0.95,Low,0.39,0
T00004153,C000484,M00078,2025-09-24 21:16:00,12644.46,INR,Debit Card,Transfer,Retail,Mobile,iOS,Chrome,Canada,-42.493109,-66.602302,190.47,585,21,Wednesday,No,No,1,24,18669.22,36.24,0.18,High,0.21,0
T00004154,C000711,M00176,2025-10-03 17:44:00,70290.21,INR,Credit Card,Transfer,Entertainment,Desktop,Android,Safari,USA,-69.138604,48.889158,376.44,112,17,Friday,No,No,1,1,35146.76,58.89,0.07,High,0.19,0
T00004155,C000569,M00109,2026-02-08 14:19:00,14228.94,INR,Credit Card,Purchase,Electronics,Mobile,Android,Firefox,Canada,-58.533263,-7.241577,499.12,220,14,Sunday,Yes,No,2,23,27534.45,108.96,0.66,Medium,0.1,0
T00004156,C000115,M00153,2026-04-26 14:16:00,3077.95,INR,Credit Card,Purchase,Electronics,Mobile,macOS,Safari,Germany,78.124439,40.856681,218.61,242,14,Sunday,Yes,No,3,22,659.2,83.8,0.29,Low,0.28,0
T00004157,C000532,M00160,2026-04-25 07:56:00,62161.21,INR,UPI,Refund,Electronics,Desktop,iOS,Chrome,UK,13.377809,-50.48029,366.06,66,7,Saturday,Yes,No,1,10,24518.61,2.58,0.98,Medium,0.06,0
T00004158,C000042,M00069,2025-07-04 01:14:00,86684.89,INR,UPI,Purchase,Entertainment,Desktop,iOS,Firefox,Canada,-36.839722,-137.473524,83.67,384,1,Friday,No,No,2,26,17050.64,81.87,0.88,High,0.03,0
T00004159,C000577,M00036,2026-03-25 20:42:00,48275.4,INR,UPI,Refund,Grocery,Mobile,iOS,Safari,Canada,-42.858281,-53.780814,233.29,170,20,Wednesday,No,Yes,1,28,16707.49,147.51,0.65,Medium,0.07,0
T00004160,C000170,M00076,2025-09-05 05:05:00,79472.18,INR,UPI,Transfer,Grocery,Mobile,macOS,Edge,UK,-6.031501,140.291748,499.65,258,5,Friday,No,No,1,8,43546.34,-32.37,0.64,Low,0.12,0
T00004161,C000412,M00097,2025-09-25 05:23:00,41683.17,INR,UPI,Refund,Food,Mobile,macOS,Firefox,USA,28.637981,117.396391,112.1,528,5,Thursday,No,No,1,11,25266.65,-49.61,0.0,Low,0.22,0
T00004162,C000857,M00080,2025-05-18 23:32:00,13712.25,INR,Credit Card,Refund,Grocery,Desktop,Windows,Chrome,India,72.916121,139.990877,249.43,150,23,Sunday,Yes,Yes,1,23,15251.99,52.33,0.63,Medium,0.39,0
T00004163,C000102,M00138,2025-08-22 05:22:00,93427.04,INR,UPI,Purchase,Entertainment,POS,Windows,Firefox,Canada,-72.869588,-83.595729,468.14,78,5,Friday,No,No,3,30,7580.47,-14.69,0.92,Low,0.22,0
T00004164,C000649,M00172,2025-06-09 17:23:00,59818.75,INR,Debit Card,Purchase,Retail,Desktop,iOS,Chrome,UK,15.543131,95.773938,353.87,44,17,Monday,No,Yes,3,11,11413.32,149.78,0.09,Medium,0.13,0
T00004165,C000560,M00159,2026-04-27 19:47:00,99245.64,INR,Wallet,Refund,Food,POS,Windows,Safari,India,-87.194142,-15.502209,422.03,463,19,Monday,No,Yes,3,24,13822.41,138.43,0.01,Medium,0.31,0
T00004166,C000469,M00147,2025-02-16 19:16:00,86129.43,INR,Debit Card,Transfer,Food,Desktop,macOS,Chrome,Canada,-18.3611,137.253349,164.6,366,19,Sunday,Yes,No,4,10,27423.08,-29.03,0.57,High,0.29,0
T00004167,C000546,M00119,2025-03-12 06:06:00,33621.1,INR,UPI,Refund,Retail,Mobile,iOS,Firefox,Germany,0.553112,154.517148,140.86,271,6,Wednesday,No,Yes,2,14,1277.22,141.48,0.44,Medium,0.09,0
T00004168,C000895,M00111,2025-03-23 14:16:00,97502.84,INR,Wallet,Purchase,Retail,Desktop,macOS,Safari,India,79.273036,-4.786469,248.5,137,14,Sunday,Yes,Yes,2,28,41158.8,22.24,0.85,High,0.24,0
T00004169,C000442,M00004,2025-09-28 07:30:00,53735.99,INR,Debit Card,Purchase,Healthcare,Mobile,macOS,Safari,Germany,44.15644,37.463066,189.72,14,7,Sunday,Yes,No,0,9,44207.71,-50.33,0.26,Low,0.36,0
T00004170,C000101,M00140,2025-07-09 20:11:00,96763.85,INR,Debit Card,Transfer,Grocery,POS,iOS,Edge,Germany,-77.320965,50.594497,227.38,419,20,Wednesday,No,Yes,2,22,45656.35,56.28,0.63,Low,0.14,0
T00004171,C000645,M00008,2025-04-22 02:06:00,95492.97,INR,UPI,Purchase,Food,Desktop,iOS,Edge,USA,36.158045,165.757766,93.35,257,2,Tuesday,No,Yes,4,10,49641.18,-34.87,0.88,High,0.04,0
T00004172,C000430,M00144,2025-05-08 21:20:00,30927.04,INR,Wallet,Refund,Food,Mobile,macOS,Chrome,Canada,-3.697437,35.855943,21.22,224,21,Thursday,No,Yes,2,29,42276.4,132.58,0.99,Medium,0.29,0
T00004173,C000336,M00112,2025-03-17 10:03:00,60707.9,INR,Credit Card,Refund,Electronics,Mobile,macOS,Firefox,UK,88.832268,-2.945696,190.72,216,10,Monday,No,No,0,23,37936.88,19.57,0.45,Low,0.23,0
T00004174,C000876,M00199,2025-02-26 01:47:00,78184.81,INR,Credit Card,Transfer,Retail,POS,macOS,Edge,UK,86.094696,-165.417509,83.7,527,1,Wednesday,No,No,3,6,2866.75,-56.87,0.26,High,0.01,0
T00004175,C000059,M00165,2025-05-09 02:11:00,11624.47,INR,UPI,Purchase,Travel,POS,macOS,Firefox,Germany,66.776088,161.260086,457.88,181,2,Friday,No,Yes,2,20,38682.37,-35.17,0.52,Low,0.21,0
T00004176,C000986,M00097,2025-01-24 12:56:00,91046.43,INR,Credit Card,Refund,Entertainment,Desktop,Windows,Safari,Germany,-52.477033,-175.186027,148.81,199,12,Friday,No,No,3,28,41001.55,-64.17,0.69,High,0.04,0
T00004177,C000654,M00161,2025-09-08 00:43:00,53330.44,INR,Credit Card,Refund,Electronics,Desktop,Android,Chrome,USA,-55.077646,-126.310435,14.8,311,0,Monday,No,No,2,22,28017.89,7.87,0.27,High,0.23,0
T00004178,C000323,M00044,2025-01-17 00:08:00,18618.69,INR,Debit Card,Refund,Travel,POS,iOS,Firefox,USA,-30.938829,-37.132685,479.43,215,0,Friday,No,No,5,21,45888.29,-66.56,0.98,High,0.1,0
T00004179,C000499,M00077,2025-10-14 16:20:00,94552.68,INR,Wallet,Purchase,Retail,Mobile,macOS,Chrome,Canada,-85.217121,-145.533521,217.76,103,16,Tuesday,No,No,0,17,13431.92,118.72,0.25,Medium,0.1,0
T00004180,C000223,M00190,2025-09-05 03:05:00,15914.39,INR,Credit Card,Transfer,Travel,Desktop,Android,Firefox,USA,-67.644527,-13.712677,115.29,524,3,Friday,No,Yes,0,29,36216.26,88.07,0.06,Low,0.18,0
T00004181,C000069,M00025,2026-03-31 02:41:00,26736.07,INR,UPI,Purchase,Electronics,Desktop,Android,Chrome,USA,-78.951203,44.730382,106.0,332,2,Tuesday,No,Yes,2,2,9026.42,148.48,0.67,Medium,0.04,0
T00004182,C000828,M00166,2025-07-04 03:45:00,96148.02,INR,UPI,Purchase,Healthcare,POS,macOS,Safari,USA,-80.310053,-178.888614,472.74,133,3,Friday,No,No,4,27,7179.63,147.61,0.58,Low,0.04,0
T00004183,C000118,M00054,2025-12-09 07:34:00,73516.48,INR,Credit Card,Refund,Food,Desktop,Windows,Safari,UK,61.041008,-170.592233,80.43,483,7,Tuesday,No,Yes,3,23,20035.81,144.73,0.03,Medium,0.1,0
T00004184,C000370,M00097,2025-10-02 08:38:00,69538.16,INR,Wallet,Transfer,Retail,Desktop,Android,Safari,India,-35.630681,111.277443,92.9,579,8,Thursday,No,No,5,14,34330.91,-2.76,0.04,Medium,0.12,0
T00004185,C000362,M00060,2025-04-28 17:13:00,6504.18,INR,Credit Card,Transfer,Grocery,Mobile,macOS,Safari,USA,-60.051773,17.22967,471.06,91,17,Monday,No,Yes,4,3,19176.76,90.46,0.85,Low,0.14,0
T00004186,C000829,M00156,2025-08-12 05:05:00,69637.21,INR,Credit Card,Transfer,Food,Mobile,Windows,Firefox,Germany,39.690743,-69.293651,414.83,327,5,Tuesday,No,No,0,0,24188.88,123.76,0.41,Low,0.36,0
T00004187,C000544,M00015,2026-01-16 12:28:00,81838.96,INR,Wallet,Transfer,Travel,POS,macOS,Firefox,USA,69.484909,-165.242742,193.81,368,12,Friday,No,No,4,24,46492.56,6.64,0.66,Medium,0.35,0
T00004188,C000792,M00062,2025-09-02 06:37:00,31585.27,INR,Credit Card,Refund,Healthcare,Desktop,macOS,Edge,Germany,37.935118,79.365669,4.61,99,6,Tuesday,No,No,0,4,17097.74,6.92,0.71,Low,0.09,0
T00004189,C000342,M00183,2025-12-21 00:28:00,77376.71,INR,UPI,Refund,Healthcare,POS,iOS,Chrome,UK,-44.067623,-110.063458,208.44,293,0,Sunday,Yes,Yes,5,10,47892.17,91.47,0.27,Medium,0.32,0
T00004190,C000050,M00153,2025-10-12 11:51:00,24551.44,INR,UPI,Purchase,Entertainment,POS,macOS,Chrome,Germany,45.20345,62.413037,431.8,271,11,Sunday,Yes,Yes,4,16,9060.52,13.43,0.66,Low,0.04,0
T00004191,C000036,M00164,2025-03-04 07:12:00,59104.28,INR,Credit Card,Transfer,Healthcare,Mobile,Android,Firefox,India,-87.513828,-167.067595,313.0,447,7,Tuesday,No,No,1,7,4916.25,-37.37,0.83,Medium,0.28,0
T00004192,C000394,M00092,2025-09-04 00:42:00,82424.4,INR,UPI,Transfer,Retail,POS,Windows,Safari,UK,-1.55073,-117.827855,452.0,410,0,Thursday,No,No,2,20,26087.63,-27.81,0.89,Low,0.37,0
T00004193,C000912,M00167,2025-02-06 10:39:00,71319.98,INR,Debit Card,Refund,Retail,POS,Android,Firefox,UK,66.148685,-85.318162,116.63,110,10,Thursday,No,No,1,19,14178.97,39.88,0.21,High,0.16,0
T00004194,C000228,M00008,2026-04-27 17:03:00,81371.2,INR,Debit Card,Refund,Entertainment,Mobile,iOS,Safari,Germany,66.87906,25.6008,374.34,255,17,Monday,No,Yes,2,19,40333.27,-43.19,0.33,High,0.31,0
T00004195,C000850,M00174,2026-01-27 08:41:00,1880.55,INR,UPI,Purchase,Travel,Mobile,macOS,Chrome,Canada,80.43872,128.465697,392.17,251,8,Tuesday,No,Yes,3,26,13827.66,79.87,0.07,High,0.28,0
T00004196,C000024,M00122,2025-10-10 17:22:00,7482.25,INR,UPI,Refund,Retail,Desktop,iOS,Edge,Germany,21.372933,19.071875,291.02,415,17,Friday,No,No,5,21,34536.68,-20.48,0.11,High,0.17,0
T00004197,C000306,M00065,2025-05-06 11:44:00,24460.57,INR,Debit Card,Transfer,Electronics,Desktop,Windows,Safari,Germany,-87.067018,103.357594,257.6,478,11,Tuesday,No,No,5,16,43754.27,-68.3,0.27,High,0.02,0
T00004198,C000644,M00045,2026-04-20 22:00:00,24742.58,INR,Credit Card,Transfer,Grocery,Desktop,macOS,Safari,India,57.61405,116.086085,345.23,64,22,Monday,No,Yes,4,16,18053.59,94.54,0.3,High,0.17,0
T00004199,C000356,M00150,2025-01-24 00:32:00,39027.9,INR,Debit Card,Transfer,Electronics,Desktop,Android,Firefox,Germany,7.918484,-126.39343,195.2,222,0,Friday,No,No,1,20,43477.08,-6.31,0.79,Medium,0.09,0
T00004200,C000919,M00071,2025-06-16 14:10:00,48460.17,INR,Debit Card,Refund,Electronics,Desktop,Android,Edge,India,-67.162258,11.302668,173.98,543,14,Monday,No,Yes,1,16,18741.2,-17.83,0.96,Medium,0.08,0
T00004201,C000079,M00044,2025-07-14 01:05:00,68421.37,INR,UPI,Purchase,Electronics,Mobile,macOS,Chrome,Canada,5.471057,-78.295633,60.65,543,1,Monday,No,No,0,11,19533.14,-28.29,0.64,Medium,0.11,0
T00004202,C000280,M00007,2025-07-05 04:47:00,76745.71,INR,Wallet,Purchase,Electronics,Mobile,macOS,Edge,USA,70.194029,123.429283,496.41,463,4,Saturday,Yes,Yes,3,23,8490.61,-53.15,0.19,Medium,0.13,0
T00004203,C000455,M00090,2026-02-24 02:25:00,96587.6,INR,Debit Card,Refund,Healthcare,POS,macOS,Firefox,Germany,88.887002,-76.185304,289.08,20,2,Tuesday,No,Yes,0,8,37988.72,33.83,0.29,High,0.16,0
T00004204,C000716,M00099,2025-02-15 14:14:00,81727.4,INR,Wallet,Refund,Travel,POS,Android,Firefox,Germany,-7.851657,38.598194,335.2,467,14,Saturday,Yes,No,3,21,31321.05,19.28,0.51,High,0.39,0
T00004205,C000763,M00116,2025-08-12 21:52:00,24205.47,INR,Wallet,Purchase,Grocery,Mobile,iOS,Safari,India,89.930291,22.57006,11.92,80,21,Tuesday,No,No,5,9,44777.42,68.44,0.39,High,0.16,0
T00004206,C000521,M00196,2026-01-18 16:51:00,29742.43,INR,Credit Card,Purchase,Grocery,Desktop,Windows,Safari,India,48.322755,58.439787,271.24,511,16,Sunday,Yes,Yes,0,17,16986.35,66.15,0.56,High,0.05,0
T00004207,C000172,M00133,2025-11-06 21:42:00,38558.02,INR,Credit Card,Refund,Food,Desktop,Android,Safari,UK,-78.235724,141.149511,325.37,106,21,Thursday,No,No,1,0,4476.67,-33.48,0.93,Low,0.38,0
T00004208,C000098,M00064,2026-02-06 00:01:00,10277.3,INR,Credit Card,Transfer,Electronics,Desktop,iOS,Firefox,Canada,27.497243,151.059027,10.09,140,0,Friday,No,Yes,1,17,40886.57,2.12,0.11,High,0.18,0
T00004209,C000630,M00188,2026-04-07 21:01:00,38095.46,INR,Wallet,Purchase,Entertainment,Desktop,Windows,Edge,India,-18.340912,76.956336,113.91,370,21,Tuesday,No,Yes,1,21,45604.01,15.62,0.09,High,0.74,1
T00004210,C000672,M00029,2025-10-30 16:01:00,62916.1,INR,UPI,Transfer,Retail,Desktop,Windows,Firefox,Canada,-38.377645,76.83689,452.34,584,16,Thursday,No,No,1,16,45128.31,-24.52,0.32,Medium,0.03,0
T00004211,C000383,M00091,2025-09-21 16:41:00,19896.47,INR,Wallet,Transfer,Healthcare,Desktop,macOS,Edge,USA,-60.131217,70.616492,148.21,554,16,Sunday,Yes,Yes,4,24,9827.8,133.77,0.84,Medium,0.1,0
T00004212,C000333,M00050,2025-01-28 21:01:00,58697.47,INR,Wallet,Transfer,Healthcare,POS,Windows,Firefox,India,88.919099,47.199907,430.7,335,21,Tuesday,No,Yes,4,14,39274.46,-41.03,0.31,High,0.01,0
T00004213,C000309,M00008,2026-01-15 19:53:00,47555.78,INR,Credit Card,Purchase,Travel,Desktop,macOS,Firefox,India,-27.501294,-164.060207,76.46,520,19,Thursday,No,No,3,9,38505.34,70.62,0.0,High,0.25,0
T00004214,C000574,M00071,2025-06-06 18:14:00,65054.74,INR,Wallet,Purchase,Grocery,Mobile,Android,Chrome,USA,84.596796,41.176628,442.53,568,18,Friday,No,No,5,23,17932.34,-17.02,0.81,Low,0.17,0
T00004215,C000170,M00176,2026-04-29 10:39:00,83695.63,INR,Wallet,Transfer,Grocery,POS,macOS,Firefox,India,-44.111421,-97.663314,300.65,373,10,Wednesday,No,No,5,1,14143.19,-15.81,0.7,Medium,0.35,0
T00004216,C000530,M00042,2025-02-28 06:58:00,40524.09,INR,Wallet,Purchase,Grocery,Desktop,macOS,Firefox,USA,-13.239267,83.054032,231.35,209,6,Friday,No,No,2,14,37601.36,39.07,0.88,Low,0.22,0
T00004217,C000016,M00029,2025-04-13 05:37:00,95527.46,INR,Credit Card,Purchase,Retail,POS,Android,Edge,Germany,59.992194,-73.203544,270.23,200,5,Sunday,Yes,No,4,2,34193.87,52.83,0.65,Low,0.16,0
T00004218,C000732,M00142,2025-02-02 15:38:00,46374.72,INR,Debit Card,Transfer,Electronics,POS,Android,Safari,UK,61.344027,-174.541953,15.89,25,15,Sunday,Yes,Yes,5,30,42031.26,64.69,0.28,High,0.13,0
T00004219,C000802,M00179,2025-06-04 10:26:00,5168.96,INR,UPI,Purchase,Healthcare,Mobile,iOS,Firefox,USA,-25.482518,-74.914745,478.97,315,10,Wednesday,No,Yes,1,25,20436.09,-54.29,0.88,High,0.29,0
T00004220,C000560,M00072,2025-09-10 20:33:00,52237.48,INR,Credit Card,Purchase,Electronics,Mobile,Android,Edge,Germany,-31.283996,-48.550905,227.37,413,20,Wednesday,No,No,5,22,40682.69,-24.58,0.44,High,0.12,0
T00004221,C000885,M00103,2025-12-18 15:24:00,65729.25,INR,Wallet,Purchase,Grocery,POS,macOS,Firefox,Canada,17.67251,-109.434975,269.05,267,15,Thursday,No,No,4,22,31770.4,124.35,0.62,High,0.33,0
T00004222,C000436,M00088,2025-08-25 22:57:00,63903.54,INR,Credit Card,Refund,Food,Desktop,macOS,Chrome,India,-88.070421,-24.944381,223.68,381,22,Monday,No,No,3,2,30321.01,-51.37,0.58,Low,0.19,0
T00004223,C000545,M00061,2025-12-31 20:26:00,28647.47,INR,UPI,Transfer,Travel,Desktop,iOS,Chrome,UK,-89.184538,-16.539625,269.87,566,20,Wednesday,No,No,3,7,37681.68,129.15,0.27,Medium,0.03,0
T00004224,C000867,M00109,2025-08-02 07:16:00,96678.11,INR,Wallet,Purchase,Electronics,Mobile,iOS,Firefox,UK,-77.848757,47.206349,199.78,190,7,Saturday,Yes,Yes,4,2,28375.94,82.58,0.16,Low,0.02,0
T00004225,C000314,M00037,2025-08-20 07:51:00,17077.96,INR,Debit Card,Refund,Entertainment,Mobile,Windows,Chrome,India,54.851403,177.723419,152.43,551,7,Wednesday,No,No,3,29,49640.7,80.73,0.16,High,0.31,0
T00004226,C000822,M00079,2025-10-04 04:38:00,89385.98,INR,Debit Card,Transfer,Food,Desktop,macOS,Safari,India,-45.03825,-176.847098,492.76,336,4,Saturday,Yes,Yes,0,10,2383.19,-8.74,0.69,Medium,0.05,0
T00004227,C000734,M00015,2025-11-17 07:32:00,14343.44,INR,Debit Card,Transfer,Grocery,POS,iOS,Edge,USA,-83.263709,162.469522,479.54,354,7,Monday,No,Yes,0,4,39243.09,148.53,0.54,High,0.15,0
T00004228,C000317,M00054,2026-03-27 18:27:00,41975.39,INR,Credit Card,Refund,Food,Desktop,macOS,Edge,Canada,21.363471,126.701964,203.67,446,18,Friday,No,Yes,0,7,44920.27,71.71,0.57,Medium,0.05,0
T00004229,C000140,M00180,2026-01-25 05:40:00,44620.08,INR,Debit Card,Purchase,Entertainment,Mobile,iOS,Chrome,India,54.503619,165.722005,88.73,488,5,Sunday,Yes,Yes,4,8,11799.21,-13.39,0.17,High,0.17,0
T00004230,C000162,M00164,2025-05-01 06:12:00,31878.88,INR,UPI,Purchase,Food,Mobile,Android,Edge,USA,-7.627769,71.924674,292.1,28,6,Thursday,No,No,5,10,35265.22,-14.76,0.78,Low,0.36,0
T00004231,C000577,M00133,2025-07-13 18:34:00,22589.29,INR,UPI,Purchase,Travel,POS,Android,Safari,USA,41.39019,104.665488,123.01,67,18,Sunday,Yes,Yes,1,8,30687.5,17.69,0.44,Low,0.28,0
T00004232,C000699,M00046,2026-01-31 16:23:00,33432.37,INR,UPI,Refund,Retail,POS,Android,Edge,India,-31.801416,106.663534,421.62,67,16,Saturday,Yes,No,2,28,38090.92,84.14,0.15,Medium,0.16,0
T00004233,C000679,M00172,2026-01-03 06:00:00,54065.14,INR,Credit Card,Refund,Entertainment,Mobile,iOS,Safari,UK,5.332016,-81.123755,408.75,71,6,Saturday,Yes,No,5,15,29499.95,105.14,0.35,High,0.38,0
T00004234,C000190,M00097,2025-08-12 09:28:00,32200.51,INR,UPI,Transfer,Healthcare,POS,iOS,Safari,Germany,-11.066239,-169.522578,40.79,286,9,Tuesday,No,Yes,4,25,25099.37,-40.3,0.72,Low,0.08,0
T00004235,C000102,M00034,2025-05-15 22:13:00,24784.58,INR,UPI,Transfer,Travel,Desktop,Android,Chrome,USA,30.123578,-88.610301,290.38,182,22,Thursday,No,No,1,27,16719.48,81.45,0.71,High,0.17,0
T00004236,C000190,M00163,2025-07-20 15:27:00,61536.47,INR,Wallet,Refund,Grocery,POS,Windows,Firefox,UK,16.361307,-120.521984,492.83,7,15,Sunday,Yes,No,1,13,982.01,7.79,0.52,Low,0.22,0
T00004237,C000878,M00055,2026-02-12 17:48:00,18207.94,INR,Wallet,Refund,Entertainment,POS,macOS,Firefox,Germany,82.903914,-176.712801,484.49,586,17,Thursday,No,No,2,24,26816.99,21.7,0.96,Low,0.02,0
T00004238,C000736,M00058,2025-08-09 08:20:00,92413.1,INR,UPI,Purchase,Food,POS,Windows,Edge,Canada,4.834627,-169.33426,345.68,518,8,Saturday,Yes,No,5,23,17447.87,32.91,0.61,Low,0.24,0
T00004239,C000623,M00098,2025-12-18 08:04:00,6619.45,INR,Credit Card,Refund,Electronics,Mobile,iOS,Firefox,USA,-36.877894,-53.526734,264.02,181,8,Thursday,No,Yes,3,3,44827.8,-45.03,0.69,Low,0.03,0
T00004240,C000211,M00101,2025-04-19 11:52:00,8455.0,INR,UPI,Transfer,Electronics,Desktop,macOS,Safari,Germany,-51.548711,-10.829851,481.75,88,11,Saturday,Yes,No,1,12,35991.74,21.16,0.53,Medium,0.18,0
T00004241,C000797,M00117,2025-01-24 15:22:00,79132.85,INR,Wallet,Purchase,Grocery,POS,iOS,Chrome,Germany,38.291102,-123.836373,352.37,271,15,Friday,No,No,3,16,17874.61,29.86,0.79,Low,0.32,0
T00004242,C000978,M00186,2026-04-15 19:33:00,76202.29,INR,Debit Card,Purchase,Food,Desktop,Android,Edge,Canada,-47.128994,-91.746556,162.23,541,19,Wednesday,No,Yes,2,1,10649.25,-36.42,0.73,Medium,0.28,0
T00004243,C000745,M00076,2025-04-28 17:08:00,3053.73,INR,Credit Card,Purchase,Travel,Mobile,Android,Chrome,India,31.210417,-149.092414,241.19,578,17,Monday,No,Yes,3,28,39308.95,65.41,0.52,High,0.2,0
T00004244,C000773,M00162,2026-04-17 15:58:00,91242.0,INR,Credit Card,Refund,Grocery,Desktop,iOS,Chrome,Germany,-49.974183,-162.373283,283.68,124,15,Friday,No,No,2,10,31186.91,87.02,0.12,Medium,0.37,0
T00004245,C000879,M00135,2025-12-07 19:54:00,12595.6,INR,Credit Card,Refund,Travel,Desktop,Windows,Chrome,USA,-53.655614,-173.894294,441.44,463,19,Sunday,Yes,Yes,0,30,15992.05,74.87,0.62,Low,0.25,0
T00004246,C000232,M00109,2026-04-08 19:03:00,91511.3,INR,Credit Card,Refund,Entertainment,Mobile,macOS,Safari,USA,-31.537729,-46.385709,210.59,594,19,Wednesday,No,Yes,1,2,5468.42,-6.85,0.79,High,0.06,0
T00004247,C000182,M00118,2025-01-29 19:14:00,93725.05,INR,Credit Card,Purchase,Electronics,Desktop,iOS,Chrome,Canada,-36.70257,5.162738,334.02,82,19,Wednesday,No,No,2,4,16898.39,38.54,0.74,Medium,0.2,0
T00004248,C000616,M00029,2025-08-16 22:49:00,10811.63,INR,Credit Card,Refund,Food,POS,iOS,Firefox,UK,87.880595,131.096235,405.27,412,22,Saturday,Yes,Yes,3,28,44244.06,7.83,0.79,High,0.28,0
T00004249,C000044,M00039,2025-09-10 15:19:00,8004.64,INR,Wallet,Transfer,Grocery,Desktop,macOS,Edge,UK,-88.35389,-133.436151,222.87,512,15,Wednesday,No,Yes,0,14,14661.26,-32.26,0.8,Medium,0.25,0
T00004250,C000804,M00023,2025-09-17 14:53:00,35765.51,INR,Credit Card,Transfer,Retail,Desktop,iOS,Edge,India,-63.456767,27.150846,190.18,485,14,Wednesday,No,No,1,13,1532.4,-71.62,0.16,Low,0.38,0
T00004251,C000973,M00114,2025-06-15 08:05:00,44620.12,INR,Credit Card,Transfer,Healthcare,Mobile,macOS,Safari,Canada,-45.69939,-31.924219,119.67,185,8,Sunday,Yes,No,4,24,16971.8,71.78,0.17,Medium,0.38,0
T00004252,C000795,M00118,2025-07-01 18:29:00,89129.07,INR,Debit Card,Purchase,Healthcare,Mobile,Android,Firefox,USA,59.061636,160.240292,386.81,447,18,Tuesday,No,Yes,2,1,46721.15,63.0,0.58,Low,0.01,0
