customer_id,age,gender,country,state,city,occupation,annual_income,credit_score,customer_since,account_type,risk_level,total_accounts,avg_monthly_balance,loan_status
C000505,38,Female,Germany,Tamil Nadu,London,Student,2608843,366,2018-04-14,Current,Low,3,177600,Closed
C000506,44,Other,USA,Karnataka,Hyderabad,Engineer,758446,885,2023-03-08,Premium,Low,1,258578,Closed
C000507,62,Other,UK,California,Hyderabad,Developer,1627449,565,2020-11-22,Premium,High,3,491070,None
C000508,57,Other,Germany,Texas,San Francisco,Manager,2387677,804,2024-01-23,Savings,Medium,2,376503,Active
C000509,30,Male,India,Tamil Nadu,Delhi,Manager,794616,512,2023-12-20,Premium,High,4,28851,Active
C000510,40,Other,USA,Tamil Nadu,San Francisco,Teacher,1481228,560,2023-11-11,Savings,Low,5,293355,Active
C000511,67,Male,India,Maharashtra,Mumbai,Student,2686229,329,2024-05-01,Savings,Low,3,488540,Closed
C000512,48,Female,India,Karnataka,Delhi,Teacher,2930669,771,2025-01-01,Premium,Medium,4,416036,Active
C000513,65,Male,Canada,Maharashtra,Hyderabad,Manager,1623314,868,2021-01-03,Savings,Low,3,424186,Active
C000514,22,Male,UK,Tamil Nadu,Mumbai,Student,2927776,847,2024-06-12,Savings,Low,4,103240,Closed
C000515,25,Female,UK,Tamil Nadu,Mumbai,Student,664056,808,2024-11-01,Savings,Low,3,118319,Closed
C000516,37,Male,India,Maharashtra,London,Engineer,1147662,394,2019-12-23,Premium,Low,4,479457,Closed
C000517,27,Male,UK,California,San Francisco,Developer,2496254,617,2023-09-12,Current,Low,1,436037,Closed
C000518,61,Male,USA,Tamil Nadu,Delhi,Student,2490873,418,2015-01-17,Current,High,5,462113,None
C000519,39,Female,India,Tamil Nadu,Hyderabad,Developer,1610639,323,2021-06-23,Current,Low,2,173233,None
C000520,30,Female,UK,Texas,Mumbai,Developer,2150173,420,2018-01-21,Savings,Low,1,12998,Closed
C000521,53,Other,India,Karnataka,Hyderabad,Doctor,2604206,626,2018-01-15,Savings,High,3,305984,None
C000522,28,Male,UK,Texas,Mumbai,Analyst,2160793,351,2016-06-16,Savings,Low,1,60536,Active
C000523,21,Male,Germany,California,Bengaluru,Manager,2800314,756,2021-11-29,Current,Low,2,378764,Closed
C000524,69,Other,India,California,Hyderabad,Teacher,689718,779,2016-02-03,Current,Low,4,251701,None
C000525,32,Male,Canada,Maharashtra,Mumbai,Student,1069038,638,2023-11-05,Current,Low,1,39270,Active
C000526,25,Female,Germany,California,London,Teacher,1483873,656,2021-10-11,Premium,Low,1,217696,Closed
C000527,68,Male,UK,Texas,San Francisco,Engineer,1567175,845,2020-03-03,Current,Low,2,330517,None
C000528,53,Male,Germany,California,Chennai,Doctor,1173414,741,2023-10-18,Current,Low,3,290488,Closed
C000529,33,Male,India,Texas,London,Student,779504,774,2018-08-25,Premium,Low,4,97365,Active
C000530,43,Male,Canada,Tamil Nadu,San Francisco,Developer,2801505,688,2018-09-03,Current,Low,1,52465,None
C000531,70,Male,Canada,Tamil Nadu,London,Teacher,925859,763,2020-12-16,Current,Low,5,239440,None
C000532,31,Other,UK,Maharashtra,Hyderabad,Developer,1577375,745,2023-01-19,Current,High,5,9256,Closed
C000533,50,Female,USA,Maharashtra,Chennai,Doctor,2602191,354,2015-01-04,Premium,Low,3,62513,Active
C000534,19,Male,Germany,Texas,Delhi,Manager,1634322,691,2019-07-22,Current,Low,2,352334,None
C000535,48,Male,USA,Texas,Delhi,Developer,1811156,727,2016-09-23,Current,High,2,75400,None
C000536,22,Other,India,Karnataka,San Francisco,Student,2131799,439,2015-12-13,Savings,Low,4,455967,Active
C000537,68,Other,Canada,California,Hyderabad,Teacher,2205868,821,2019-10-04,Premium,Medium,4,191283,None
C000538,29,Female,Canada,Tamil Nadu,Hyderabad,Student,1293001,813,2018-01-07,Current,High,5,197397,None
C000539,20,Other,Germany,Maharashtra,Chennai,Analyst,2319695,381,2016-08-04,Premium,Medium,3,248760,Closed
C000540,23,Other,Canada,Tamil Nadu,Bengaluru,Student,2945191,379,2022-09-02,Premium,Low,5,168839,Closed
C000541,21,Female,Canada,Tamil Nadu,Delhi,Student,2450264,780,2021-06-08,Premium,Low,3,423498,Active
C000542,36,Male,India,Texas,San Francisco,Doctor,2664355,566,2015-09-09,Premium,Low,2,305343,None
C000543,60,Female,Canada,Tamil Nadu,Mumbai,Student,646072,429,2020-09-01,Savings,Medium,3,137147,None
C000544,57,Female,UK,Maharashtra,Chennai,Manager,767872,478,2025-03-16,Premium,Medium,4,198864,None
C000545,34,Other,USA,California,Bengaluru,Developer,2512029,333,2018-11-05,Savings,High,5,494654,None
C000546,49,Female,Germany,Karnataka,San Francisco,Student,2974181,471,2017-05-13,Premium,Medium,3,33482,Closed
C000547,34,Male,India,Karnataka,Delhi,Student,2297461,608,2020-05-04,Premium,High,5,127505,Active
C000548,61,Other,Germany,California,Mumbai,Teacher,2524835,745,2015-02-18,Current,High,4,205280,Closed
C000549,38,Other,India,Tamil Nadu,Hyderabad,Manager,1784062,742,2021-11-05,Premium,Medium,3,146728,Active
C000550,69,Male,UK,Texas,Delhi,Student,1314169,499,2020-10-30,Current,Low,2,169243,Closed
C000551,18,Other,India,Tamil Nadu,Chennai,Student,709778,837,2016-03-01,Premium,Low,2,385240,Active
C000552,34,Male,India,Tamil Nadu,Hyderabad,Engineer,538580,522,2025-08-29,Premium,Low,1,50291,Closed
C000553,26,Female,Canada,Karnataka,Chennai,Manager,1072855,559,2018-04-21,Current,Low,1,339904,Active
C000554,35,Female,UK,Maharashtra,Bengaluru,Developer,610366,583,2023-09-19,Savings,Low,3,36488,Active
C000555,70,Female,USA,California,Chennai,Student,1141667,702,2016-12-31,Premium,Low,2,288446,Active
C000556,31,Other,India,California,San Francisco,Doctor,733217,335,2015-10-26,Savings,Low,3,412496,Active
C000557,19,Female,USA,Tamil Nadu,Chennai,Manager,1937807,572,2016-09-12,Premium,Low,4,306276,None
C000558,50,Other,Germany,California,Delhi,Student,594019,853,2017-07-14,Savings,Low,4,68545,Closed
C000559,52,Female,UK,Maharashtra,Delhi,Engineer,2951943,392,2019-02-05,Premium,Medium,3,47182,Active
C000560,66,Female,USA,Karnataka,Hyderabad,Engineer,1911299,495,2018-05-09,Premium,Low,1,335624,Closed
C000561,40,Female,India,California,San Francisco,Teacher,886963,336,2017-03-01,Savings,Medium,5,130034,Active
C000562,42,Male,Canada,Maharashtra,Delhi,Analyst,2184531,316,2015-06-01,Current,Low,1,217602,None
C000563,31,Other,Canada,California,San Francisco,Developer,2550501,452,2023-04-24,Premium,Low,1,24334,Closed
C000564,27,Female,India,California,Hyderabad,Engineer,1317884,433,2015-02-28,Savings,Low,3,435303,None
C000565,47,Other,USA,Texas,Chennai,Developer,745985,416,2020-07-29,Premium,Medium,2,38087,None
C000566,45,Female,Germany,Maharashtra,Chennai,Manager,2715780,858,2016-07-16,Current,Medium,2,405675,None
C000567,55,Male,UK,Tamil Nadu,Chennai,Doctor,892390,725,2016-11-19,Premium,Low,2,234984,None
C000568,55,Male,USA,Tamil Nadu,London,Developer,2951616,685,2023-09-21,Savings,Low,4,47321,None
C000569,18,Male,India,Texas,Mumbai,Student,2296541,429,2017-04-24,Savings,Low,5,241149,Active
C000570,33,Male,Canada,Tamil Nadu,Hyderabad,Teacher,2396680,390,2022-01-12,Current,Low,1,297400,None
C000571,30,Male,Canada,Tamil Nadu,Hyderabad,Doctor,2563761,819,2017-06-17,Current,Medium,2,149927,None
C000572,30,Male,USA,California,Delhi,Teacher,970080,344,2015-08-10,Premium,Low,2,232893,Active
C000573,39,Other,Germany,Tamil Nadu,Chennai,Manager,520018,850,2016-12-21,Savings,Medium,4,274957,None
C000574,22,Male,Germany,Texas,Hyderabad,Doctor,2057691,503,2023-05-19,Premium,Medium,2,413407,None
C000575,38,Male,India,Karnataka,San Francisco,Student,1138675,684,2024-12-30,Savings,Low,5,258969,None
C000576,45,Male,USA,Texas,Delhi,Teacher,1924581,682,2016-07-12,Current,Medium,3,146397,None
C000577,39,Male,India,Texas,Chennai,Doctor,872528,413,2024-07-20,Current,Low,2,403636,Active
C000578,32,Female,Canada,Karnataka,London,Developer,2975962,474,2021-06-25,Premium,Medium,1,220847,Closed
C000579,49,Male,Canada,California,London,Student,1470927,314,2023-03-10,Current,Medium,2,134935,Active
C000580,45,Other,USA,Texas,Bengaluru,Analyst,321296,727,2015-07-01,Savings,High,5,22626,Active
C000581,51,Female,Germany,Tamil Nadu,Delhi,Student,1308778,385,2021-04-06,Savings,Low,4,119298,None
C000582,40,Female,USA,Tamil Nadu,Chennai,Student,1578577,465,2022-11-20,Current,Medium,5,17799,Active
C000583,47,Male,Germany,Karnataka,London,Developer,1853656,775,2022-11-23,Premium,Low,1,206787,Closed
C000584,39,Other,India,Maharashtra,Delhi,Developer,1431578,855,2021-06-14,Savings,Medium,1,330297,Active
C000585,65,Male,Canada,Maharashtra,Chennai,Engineer,1906229,674,2020-03-21,Premium,Low,3,96890,Closed
C000586,53,Other,India,Texas,San Francisco,Developer,1158626,441,2018-10-03,Savings,Low,4,391599,Closed
C000587,62,Male,USA,Maharashtra,Mumbai,Doctor,2412108,733,2018-02-09,Savings,Low,3,242193,Active
C000588,50,Other,India,California,San Francisco,Analyst,2534957,599,2020-01-26,Premium,Low,1,103751,Active
C000589,23,Male,Germany,Karnataka,Mumbai,Engineer,758709,468,2018-02-04,Savings,Low,4,83904,None
C000590,51,Other,India,Maharashtra,Delhi,Manager,2570942,435,2020-04-25,Current,Low,1,157838,None
C000591,22,Male,USA,Texas,San Francisco,Doctor,2026760,892,2018-11-05,Premium,Low,3,259881,Closed
C000592,60,Other,Canada,Texas,Delhi,Student,1575413,880,2016-06-24,Current,Low,3,123899,Active
C000593,41,Female,India,Karnataka,Mumbai,Doctor,2212294,470,2021-12-08,Savings,Medium,3,100567,None
C000594,63,Other,USA,Karnataka,Bengaluru,Engineer,472601,624,2021-06-11,Savings,Low,3,101729,None
C000595,53,Other,India,Maharashtra,Mumbai,Teacher,1864118,759,2021-01-20,Savings,Low,1,487572,None
C000596,43,Female,USA,California,Mumbai,Teacher,318011,859,2025-12-10,Premium,Low,3,253465,Active
C000597,66,Other,USA,Texas,San Francisco,Student,1720545,415,2023-03-16,Current,High,2,360471,Closed
C000598,25,Female,India,California,Hyderabad,Developer,1224276,756,2019-01-03,Savings,Low,5,341232,None
C000599,55,Other,USA,Maharashtra,Bengaluru,Engineer,650599,851,2024-07-11,Current,Low,1,273324,Active
C000600,30,Female,UK,Texas,Hyderabad,Analyst,535080,669,2019-06-17,Savings,Medium,4,198792,Active
C000601,41,Male,UK,Maharashtra,Mumbai,Doctor,2168881,874,2015-12-25,Savings,Medium,4,393774,Active
C000602,69,Female,UK,Karnataka,London,Manager,2077681,724,2016-07-25,Premium,Low,2,113938,Active
C000603,48,Other,UK,Tamil Nadu,Hyderabad,Developer,1876103,390,2015-01-28,Current,Low,3,222324,None
C000604,53,Female,Canada,Karnataka,Bengaluru,Teacher,1901257,596,2021-03-18,Current,Low,3,442563,Closed
C000605,37,Female,Canada,California,Bengaluru,Engineer,310262,457,2017-12-11,Current,High,4,70104,Closed
C000606,60,Female,Germany,Karnataka,Delhi,Manager,1326557,329,2016-05-03,Current,Low,1,318991,Closed
C000607,41,Other,Germany,Texas,Delhi,Developer,1381759,787,2025-12-04,Premium,Medium,3,273711,Closed
C000608,54,Male,UK,Karnataka,Hyderabad,Engineer,912943,627,2020-03-03,Premium,Low,2,32728,Active
C000609,41,Female,UK,Tamil Nadu,Mumbai,Doctor,2521355,378,2020-10-05,Savings,Medium,2,405917,None
C000610,56,Male,Canada,Maharashtra,London,Doctor,1562788,577,2022-09-08,Premium,Low,1,285190,Closed
C000611,40,Male,India,Karnataka,Hyderabad,Doctor,1864534,796,2019-08-15,Current,High,2,58696,None
C000612,27,Other,USA,Karnataka,London,Analyst,2872905,838,2024-06-27,Premium,Medium,1,223809,Active
C000613,22,Male,USA,Tamil Nadu,Delhi,Doctor,1606833,671,2016-07-23,Current,Medium,5,279266,Active
C000614,29,Other,UK,Tamil Nadu,San Francisco,Developer,797431,527,2016-06-11,Premium,Low,2,166180,None
C000615,31,Male,India,California,San Francisco,Developer,768596,379,2015-03-19,Current,Medium,1,107944,None
C000616,20,Other,Canada,Texas,Chennai,Student,798795,559,2015-06-27,Savings,Low,1,400601,None
C000617,68,Male,Canada,Karnataka,Hyderabad,Teacher,1075031,659,2015-04-30,Savings,Low,3,308956,Active
C000618,40,Male,Canada,Texas,Bengaluru,Analyst,2691740,369,2016-02-10,Premium,Medium,5,118769,Closed
C000619,30,Female,USA,Texas,Chennai,Manager,713917,519,2025-04-28,Premium,Medium,4,197132,Closed
C000620,55,Male,Germany,Tamil Nadu,Bengaluru,Developer,1788232,688,2019-10-04,Savings,Low,4,64163,Active
C000621,25,Female,India,Texas,Bengaluru,Student,1815194,595,2021-04-01,Premium,Low,3,263847,None
C000622,42,Female,Germany,Texas,San Francisco,Doctor,2162085,531,2021-03-18,Current,Low,4,103977,None
C000623,69,Female,UK,Karnataka,Chennai,Manager,2362122,407,2019-06-12,Current,Low,1,67504,None
C000624,43,Female,Canada,Tamil Nadu,San Francisco,Teacher,571415,672,2025-12-08,Savings,Low,5,447514,Active
C000625,25,Male,Germany,California,Mumbai,Developer,2740743,579,2023-06-25,Premium,High,3,254470,Closed
C000626,56,Female,Germany,Texas,Mumbai,Teacher,2206876,410,2016-05-15,Current,Low,2,334447,None
C000627,19,Male,India,Tamil Nadu,Delhi,Manager,412192,483,2019-04-17,Premium,Low,2,163729,Closed
C000628,57,Male,India,Texas,London,Student,2254637,506,2018-04-17,Premium,Low,5,142187,Closed
C000629,39,Other,Canada,Tamil Nadu,London,Engineer,2105255,421,2019-04-21,Current,Low,4,237026,Active
C000630,20,Male,USA,Texas,San Francisco,Developer,1571061,468,2020-07-06,Current,Low,4,260566,None
C000631,54,Other,Germany,Texas,San Francisco,Analyst,2700023,781,2020-05-03,Premium,Medium,5,34222,Active
C000632,34,Female,Canada,California,Hyderabad,Manager,1779598,591,2018-08-05,Savings,Low,1,72212,Active
C000633,40,Other,Canada,Tamil Nadu,London,Manager,1731333,689,2016-02-03,Current,Low,3,220969,Active
C000634,21,Other,USA,Karnataka,Bengaluru,Manager,1609040,386,2025-03-17,Premium,Low,3,65015,Active
C000635,28,Male,Canada,Maharashtra,Chennai,Student,2071980,881,2020-10-09,Current,Low,4,313275,None
C000636,38,Female,Canada,California,Mumbai,Analyst,709891,800,2016-02-14,Premium,Low,3,265430,Closed
C000637,69,Other,UK,Karnataka,Hyderabad,Doctor,1823934,746,2017-04-06,Current,Low,1,445601,Closed
C000638,31,Female,UK,Tamil Nadu,Mumbai,Analyst,1986224,531,2022-01-02,Premium,High,5,54667,Closed
C000639,39,Female,India,Texas,London,Analyst,2293420,737,2017-05-09,Current,Medium,3,269576,Active
C000640,45,Other,Canada,Maharashtra,Bengaluru,Student,1987372,557,2022-01-03,Premium,Low,5,99686,None
C000641,58,Other,Canada,Karnataka,Hyderabad,Student,1193188,778,2018-01-02,Premium,Low,5,452099,Active
C000642,54,Other,India,Texas,Bengaluru,Doctor,2239809,451,2017-09-11,Savings,Medium,3,447563,Active
C000643,44,Female,India,Karnataka,London,Student,1419605,593,2022-03-31,Savings,Low,5,128800,Active
C000644,33,Male,USA,Karnataka,Chennai,Teacher,1602501,775,2020-06-11,Premium,High,4,344173,None
C000645,30,Male,UK,Karnataka,Chennai,Doctor,1465060,863,2016-12-21,Premium,Medium,4,415115,None
C000646,21,Male,UK,Texas,Mumbai,Developer,566680,716,2025-01-21,Current,Low,1,213087,Closed
C000647,26,Male,India,Texas,San Francisco,Analyst,806011,834,2022-06-13,Premium,High,5,137019,Active
C000648,23,Male,Canada,Tamil Nadu,London,Developer,1614538,637,2024-05-02,Premium,Medium,2,495471,Active
C000649,31,Male,India,Karnataka,Bengaluru,Doctor,2143293,718,2017-11-07,Premium,Low,5,201453,Closed
C000650,25,Female,Canada,California,Delhi,Manager,1333252,584,2024-11-11,Savings,Low,3,435632,Active
C000651,19,Other,Canada,Tamil Nadu,London,Manager,529312,545,2017-11-02,Premium,Low,3,478514,Closed
C000652,25,Other,USA,California,Delhi,Engineer,1948258,561,2018-05-17,Savings,High,2,160935,None
C000653,28,Female,UK,California,London,Engineer,1449392,382,2024-03-25,Current,Low,4,490751,Active
C000654,63,Female,India,Karnataka,San Francisco,Doctor,2423720,367,2018-12-12,Current,Low,5,391812,Active
C000655,47,Other,India,Tamil Nadu,San Francisco,Manager,1070659,754,2023-11-15,Premium,Low,4,109897,Closed
C000656,37,Female,Canada,Tamil Nadu,Chennai,Teacher,1346913,828,2023-01-01,Premium,Medium,5,364532,Active
C000657,68,Female,Germany,California,London,Manager,859980,566,2016-12-11,Premium,Low,3,424183,Active
C000658,30,Male,Germany,Maharashtra,Bengaluru,Student,1882594,884,2017-07-08,Savings,High,5,344270,Closed
C000659,58,Male,India,California,Bengaluru,Doctor,1007813,350,2019-07-01,Premium,Low,3,83250,None
C000660,41,Male,Canada,Tamil Nadu,Chennai,Manager,2505523,745,2023-09-03,Current,Medium,4,67134,None
C000661,63,Male,USA,Maharashtra,Mumbai,Manager,2372691,691,2016-06-17,Current,Medium,5,118018,Active
C000662,64,Other,USA,California,Bengaluru,Student,912128,329,2018-04-03,Current,Low,4,480701,None
C000663,41,Other,Germany,Tamil Nadu,Chennai,Student,858701,631,2025-12-05,Premium,Low,2,378993,Active
C000664,63,Female,Canada,Maharashtra,Chennai,Engineer,2636227,360,2015-08-02,Current,High,4,481172,Active
C000665,56,Other,Canada,Tamil Nadu,Chennai,Doctor,2416202,690,2018-05-24,Current,Low,2,472783,Closed
C000666,20,Other,USA,Maharashtra,Bengaluru,Analyst,2367120,647,2024-11-04,Current,Low,3,377378,Closed
C000667,45,Male,UK,Tamil Nadu,Mumbai,Engineer,836331,811,2024-10-10,Current,Medium,4,153334,Active
C000668,57,Female,Canada,Maharashtra,Delhi,Teacher,1623482,803,2023-07-26,Savings,Low,4,32903,None
C000669,27,Male,USA,Karnataka,Chennai,Student,1391458,467,2022-12-01,Current,Low,4,26386,Active
C000670,40,Other,Canada,California,Delhi,Student,771820,451,2016-05-21,Current,Low,3,99715,None
C000671,65,Other,UK,Texas,San Francisco,Analyst,1190854,897,2025-11-23,Savings,Low,5,99670,Active
C000672,22,Male,Germany,Tamil Nadu,Mumbai,Engineer,1492361,424,2019-06-03,Current,Low,1,443817,Active
C000673,27,Male,India,California,London,Manager,2312658,764,2022-01-17,Current,Low,1,177714,None
C000674,59,Other,Germany,Maharashtra,San Francisco,Manager,2687223,432,2017-05-15,Savings,Medium,3,174434,None
C000675,65,Male,Canada,Texas,Delhi,Engineer,1972933,561,2016-12-30,Savings,High,4,51760,None
C000676,31,Male,Germany,California,Mumbai,Manager,946487,423,2018-05-07,Current,Medium,3,478817,Closed
C000677,56,Male,UK,Tamil Nadu,London,Doctor,2450223,504,2020-06-28,Current,Medium,4,145760,Closed
C000678,56,Female,India,California,London,Doctor,2874748,490,2019-11-14,Premium,Low,1,274138,Active
C000679,47,Other,USA,Karnataka,Delhi,Analyst,2940564,837,2015-12-10,Current,Low,1,480638,Active
C000680,37,Male,USA,Maharashtra,London,Teacher,2494007,737,2018-04-25,Premium,Low,1,485930,None
C000681,50,Male,Canada,California,Delhi,Engineer,2248910,882,2024-02-12,Current,Low,5,47870,Closed
C000682,19,Male,Germany,Karnataka,London,Teacher,1948182,346,2015-12-08,Current,Medium,3,169598,Closed
C000683,64,Female,Germany,Texas,London,Doctor,1731660,491,2017-05-14,Savings,Low,5,140957,Closed
C000684,24,Female,Canada,Tamil Nadu,Chennai,Student,789384,313,2016-12-04,Premium,Low,4,460491,Closed
C000685,65,Other,Germany,Maharashtra,Hyderabad,Developer,2886815,669,2022-09-29,Premium,High,4,426863,Active
C000686,23,Male,USA,Tamil Nadu,Bengaluru,Engineer,366627,492,2024-08-19,Savings,Low,2,345650,None
C000687,45,Other,Canada,Karnataka,Chennai,Doctor,2243747,451,2020-04-25,Current,Low,2,478125,None
C000688,65,Other,Germany,California,Delhi,Engineer,2185407,899,2017-09-20,Savings,Low,4,31697,Active
C000689,18,Male,Germany,California,London,Student,2727081,867,2018-04-06,Savings,Low,4,274146,Closed
C000690,64,Other,Germany,Karnataka,San Francisco,Engineer,2515887,319,2019-09-25,Premium,Low,1,145429,Closed
C000691,44,Female,India,California,Hyderabad,Manager,1754434,759,2022-10-28,Current,Low,3,385742,None
C000692,48,Female,Germany,Karnataka,Hyderabad,Teacher,2764819,647,2025-05-03,Premium,Medium,4,73764,Active
C000693,64,Other,Germany,California,London,Manager,1811021,783,2023-12-20,Savings,Low,3,367124,Closed
C000694,23,Other,Germany,Karnataka,Bengaluru,Teacher,955628,803,2016-02-18,Current,High,4,164201,None
C000695,31,Other,India,Tamil Nadu,Mumbai,Doctor,1797550,462,2016-12-16,Premium,Low,1,182070,Active
C000696,25,Other,USA,Tamil Nadu,Hyderabad,Teacher,2339963,564,2018-10-25,Current,Medium,5,145242,None
C000697,62,Other,Canada,Tamil Nadu,San Francisco,Engineer,2136378,768,2025-10-18,Savings,High,5,324635,None
C000698,70,Other,India,Texas,Chennai,Teacher,2942101,420,2024-10-07,Savings,High,2,386864,Active
C000699,63,Female,Canada,California,San Francisco,Developer,716470,457,2022-04-04,Current,Low,2,69478,None
C000700,46,Female,India,Karnataka,London,Developer,2286688,649,2018-03-20,Premium,Low,3,200263,Closed
C000701,66,Female,UK,Karnataka,Bengaluru,Developer,2521514,731,2023-10-30,Savings,Low,4,221745,Active
C000702,47,Other,UK,Tamil Nadu,Delhi,Teacher,341727,829,2025-08-01,Savings,Low,3,215580,None
C000703,45,Male,Germany,Tamil Nadu,San Francisco,Manager,933138,888,2015-08-25,Premium,High,5,160044,Active
C000704,43,Other,Canada,Maharashtra,San Francisco,Manager,1615733,652,2015-02-02,Current,High,5,487581,None
C000705,62,Female,Germany,Karnataka,Hyderabad,Analyst,2892866,752,2022-10-27,Current,Medium,4,411533,None
C000706,37,Male,India,Texas,Mumbai,Student,828505,832,2021-01-24,Current,Low,5,294294,Active
C000707,51,Female,USA,Tamil Nadu,Chennai,Developer,2564641,564,2017-09-15,Current,Medium,5,62903,Closed
C000708,21,Female,UK,Texas,Mumbai,Engineer,500206,427,2020-01-13,Current,Low,1,242579,Active
C000709,33,Other,Canada,Texas,San Francisco,Manager,2536774,539,2018-12-05,Current,Low,5,357548,None
C000710,63,Female,Canada,Karnataka,Chennai,Doctor,2466155,896,2017-02-27,Current,Low,2,378104,Active
C000711,44,Male,India,Tamil Nadu,Delhi,Teacher,2297550,519,2020-01-02,Savings,Low,5,216158,Closed
C000712,53,Other,Germany,Maharashtra,Hyderabad,Student,2969511,733,2019-12-08,Premium,High,4,388630,Active
C000713,70,Male,USA,Texas,Bengaluru,Student,2219786,432,2025-11-09,Premium,Low,5,66896,Closed
C000714,31,Female,Germany,Tamil Nadu,San Francisco,Teacher,2644727,678,2025-05-03,Savings,Low,4,62847,None
C000715,41,Other,UK,Tamil Nadu,Hyderabad,Teacher,793846,680,2018-06-02,Current,Low,4,19668,None
C000716,27,Other,Germany,Tamil Nadu,Mumbai,Doctor,1204214,487,2024-03-09,Premium,Low,1,292067,Active
C000717,22,Male,Germany,California,Hyderabad,Doctor,2672986,763,2025-02-04,Current,Medium,4,442497,Closed
C000718,56,Male,USA,Texas,San Francisco,Student,2187140,759,2016-09-02,Premium,Low,5,353390,Closed
C000719,44,Female,USA,California,Mumbai,Analyst,492181,753,2023-04-03,Current,Low,2,375780,None
C000720,54,Other,UK,Texas,San Francisco,Engineer,2646095,387,2017-02-27,Premium,Low,1,303972,Closed
C000721,30,Female,Canada,Tamil Nadu,Chennai,Manager,2530780,484,2025-10-16,Savings,Low,2,133600,Closed
C000722,55,Female,India,Texas,Hyderabad,Doctor,1985262,346,2020-07-06,Savings,Low,2,222546,None
C000723,51,Female,Germany,Maharashtra,Chennai,Engineer,716635,854,2016-11-19,Current,Low,3,407812,None
C000724,27,Female,Germany,Karnataka,Chennai,Analyst,1664368,485,2015-04-22,Premium,Low,4,56770,Active
C000725,27,Female,UK,Maharashtra,Delhi,Developer,807369,353,2017-04-09,Savings,Medium,5,128989,Active
C000726,50,Other,Germany,Tamil Nadu,Mumbai,Engineer,1635199,775,2021-03-15,Current,Low,1,218644,Closed
C000727,32,Male,UK,Texas,Hyderabad,Manager,725761,552,2023-07-23,Premium,Low,2,164704,Closed
C000728,44,Female,India,Texas,Bengaluru,Developer,897130,682,2021-01-22,Savings,Medium,5,227168,Closed
C000729,46,Male,India,California,London,Analyst,1513200,471,2015-01-03,Savings,High,4,148289,Closed
C000730,34,Other,Germany,Maharashtra,London,Manager,1192355,899,2024-06-05,Premium,Low,2,392544,Closed
C000731,54,Male,UK,Tamil Nadu,Delhi,Manager,815802,443,2023-02-17,Premium,High,4,115546,Closed
C000732,50,Female,UK,Maharashtra,London,Manager,2198837,579,2017-10-04,Premium,High,3,115427,Active
C000733,56,Female,India,Karnataka,San Francisco,Engineer,2853436,787,2015-01-18,Savings,Low,4,296394,Closed
C000734,63,Female,Germany,Texas,Chennai,Developer,625155,851,2015-05-07,Premium,Low,1,190070,Active
C000735,70,Other,UK,California,Bengaluru,Developer,335363,427,2020-03-10,Current,High,4,9909,None
C000736,65,Male,UK,Maharashtra,Bengaluru,Engineer,2872965,610,2024-01-25,Premium,Low,4,195316,None
C000737,35,Female,Canada,Karnataka,Chennai,Teacher,2977795,705,2016-03-30,Current,Low,4,94379,Closed
C000738,30,Other,Canada,Texas,Hyderabad,Teacher,574142,431,2023-05-14,Savings,Low,5,453517,None
C000739,51,Other,UK,Karnataka,London,Manager,396961,845,2021-11-21,Current,Low,4,6024,Active
C000740,59,Other,India,Maharashtra,Delhi,Developer,2006561,580,2016-05-13,Premium,Low,4,194515,Closed
C000741,66,Male,USA,Tamil Nadu,Mumbai,Student,2533090,759,2018-07-19,Savings,Low,3,47891,Closed
C000742,69,Male,USA,California,Chennai,Teacher,1125761,468,2018-09-10,Current,Low,1,19613,Active
C000743,45,Male,Canada,Maharashtra,London,Doctor,1336637,410,2020-04-23,Savings,High,1,435772,Active
C000744,51,Male,India,Texas,Hyderabad,Student,701272,757,2021-06-29,Savings,Low,1,485622,None
C000745,42,Female,India,Karnataka,Chennai,Developer,2153540,356,2018-05-19,Premium,Low,1,58386,Closed
C000746,21,Other,India,Maharashtra,London,Student,1984780,398,2021-12-03,Current,Low,5,417863,Closed
C000747,57,Male,Germany,California,Delhi,Developer,2095605,403,2018-10-23,Premium,High,1,243066,Closed
C000748,39,Other,USA,Tamil Nadu,Chennai,Engineer,2796345,369,2021-08-25,Savings,High,2,339162,Closed
C000749,34,Female,Germany,California,San Francisco,Analyst,2164889,490,2017-09-22,Savings,Medium,1,71941,Active
C000750,55,Female,Canada,Maharashtra,Mumbai,Analyst,2569721,449,2016-08-26,Current,Low,3,157601,Active
C000751,18,Other,Canada,Karnataka,Chennai,Teacher,2426964,872,2024-08-18,Savings,Low,2,110052,Closed
C000752,30,Male,UK,Karnataka,San Francisco,Student,2260427,639,2024-07-21,Premium,Low,3,328015,Active
C000753,44,Female,USA,Tamil Nadu,Delhi,Developer,476966,807,2017-06-17,Savings,Low,2,249599,Closed
C000754,31,Male,Germany,Maharashtra,London,Manager,1876688,510,2019-06-28,Savings,Medium,1,195220,None
C000755,22,Female,India,Texas,Chennai,Teacher,1518764,750,2017-03-07,Premium,Low,3,28018,None
C000756,30,Male,UK,Karnataka,Bengaluru,Doctor,1031002,647,2024-07-03,Premium,Low,2,16268,None
C000757,34,Male,India,Karnataka,Delhi,Manager,765437,646,2025-07-01,Savings,Low,2,198798,Active
