device_id,customer_id,device_type,manufacturer,operating_system,rooted,biometric_enabled,trusted_device
D000947,C000870,POS,Apple,macOS,No,No,No
D000948,C000881,Desktop,Dell,Windows,Yes,Yes,Yes
D000949,C000039,POS,Samsung,Android,No,No,Yes
D000950,C000126,POS,Apple,macOS,No,Yes,Yes
D000951,C000122,Desktop,Apple,iOS,No,Yes,Yes
D000952,C000085,Desktop,Apple,iOS,Yes,No,Yes
D000953,C000612,POS,Apple,macOS,No,Yes,No
D000954,C000417,POS,Samsung,Android,No,No,No
D000955,C000331,Mobile,Apple,iOS,No,No,Yes
D000956,C000143,POS,Samsung,Android,No,No,No
D000957,C000957,POS,Samsung,Android,No,No,No
D000958,C000400,POS,Apple,macOS,No,Yes,Yes
D000959,C000379,Mobile,Samsung,Android,No,No,No
D000960,C000962,POS,Dell,Windows,No,Yes,No
D000961,C000797,POS,Dell,Windows,No,Yes,Yes
D000962,C000654,POS,Apple,macOS,Yes,No,Yes
D000963,C000414,Mobile,Apple,macOS,No,No,No
D000964,C000266,Desktop,Samsung,Android,Yes,No,Yes
D000965,C000085,Desktop,Samsung,Android,No,Yes,Yes
D000966,C000839,Desktop,Samsung,Android,No,Yes,No
D000967,C000807,POS,Samsung,Android,No,Yes,Yes
D000968,C000992,POS,Samsung,Android,No,No,Yes
D000969,C000996,Mobile,Dell,Windows,No,Yes,Yes
D000970,C000484,Desktop,Samsung,Android,Yes,Yes,Yes
D000971,C000360,POS,Samsung,Android,Yes,Yes,Yes
D000972,C000566,Mobile,Apple,iOS,Yes,Yes,Yes
D000973,C000014,POS,Dell,Windows,No,No,No
D000974,C000539,Mobile,Apple,iOS,No,No,Yes
D000975,C000280,Mobile,Samsung,Android,Yes,No,No
D000976,C000234,Desktop,Samsung,Android,Yes,Yes,Yes
D000977,C000684,Mobile,Dell,Windows,No,Yes,No
D000978,C000950,Mobile,Apple,macOS,Yes,Yes,Yes
D000979,C000297,Mobile,Apple,macOS,No,No,Yes
D000980,C000537,Mobile,Apple,macOS,Yes,Yes,Yes
D000981,C000025,Desktop,Samsung,Android,Yes,No,No
D000982,C000309,Mobile,Apple,iOS,No,Yes,Yes
D000983,C000295,Desktop,Dell,Windows,No,No,No
D000984,C000564,Mobile,Apple,iOS,Yes,Yes,Yes
D000985,C000395,Mobile,Samsung,Android,No,No,Yes
D000986,C000476,POS,Apple,iOS,Yes,Yes,Yes
D000987,C000844,POS,Apple,iOS,No,No,Yes
D000988,C000611,POS,Apple,macOS,Yes,No,No
D000989,C000981,Desktop,Dell,Windows,No,No,No
D000990,C000558,Desktop,Samsung,Android,Yes,Yes,No
D000991,C000581,POS,Apple,macOS,Yes,No,No
D000992,C000533,POS,Apple,iOS,No,Yes,No
D000993,C000746,Mobile,Samsung,Android,No,No,No
D000994,C000247,Mobile,Apple,macOS,No,No,No
D000995,C000916,Mobile,Apple,macOS,Yes,No,No
D000996,C000455,Desktop,Apple,iOS,Yes,Yes,No
D000997,C000307,POS,Samsung,Android,Yes,Yes,No
D000998,C000651,Mobile,Apple,iOS,No,Yes,No
D000999,C000631,POS,Apple,macOS,Yes,No,No
D001000,C000309,Desktop,Dell,Windows,No,Yes,No
D001001,C000545,Desktop,Samsung,Android,Yes,Yes,Yes
D001002,C000179,Mobile,Dell,Windows,No,Yes,Yes
D001003,C000082,Desktop,Dell,Windows,Yes,No,Yes
D001004,C000351,Mobile,Dell,Windows,No,Yes,No
D001005,C000323,Desktop,Dell,Windows,No,Yes,No
D001006,C000855,Desktop,Apple,iOS,No,Yes,Yes
D001007,C000169,Desktop,Dell,Windows,No,Yes,Yes
D001008,C000227,POS,Apple,iOS,Yes,No,No
D001009,C000186,Mobile,Dell,Windows,Yes,No,Yes
D001010,C000232,Mobile,Apple,macOS,No,Yes,Yes
D001011,C000402,Mobile,Apple,macOS,Yes,No,Yes
D001012,C000498,Desktop,Samsung,Android,Yes,Yes,Yes
D001013,C000310,Mobile,Samsung,Android,No,No,Yes
D001014,C000368,POS,Samsung,Android,Yes,Yes,No
D001015,C000619,Mobile,Apple,macOS,No,Yes,No
D001016,C000130,Desktop,Apple,iOS,Yes,Yes,Yes
D001017,C000601,Mobile,Apple,iOS,Yes,No,No
D001018,C000190,Mobile,Samsung,Android,Yes,No,Yes
D001019,C000109,POS,Samsung,Android,Yes,Yes,Yes
D001020,C000634,Mobile,Dell,Windows,No,No,Yes
D001021,C000003,Mobile,Samsung,Android,Yes,Yes,No
D001022,C000102,Desktop,Apple,macOS,Yes,Yes,No
D001023,C000733,POS,Apple,macOS,No,No,Yes
D001024,C000363,POS,Dell,Windows,No,Yes,No
D001025,C000233,Mobile,Apple,iOS,No,No,Yes
D001026,C000761,Mobile,Apple,iOS,Yes,No,No
D001027,C000939,POS,Apple,macOS,Yes,No,No
D001028,C000297,Desktop,Apple,macOS,No,Yes,No
D001029,C000802,POS,Samsung,Android,Yes,No,No
D001030,C000694,POS,Apple,iOS,Yes,Yes,No
D001031,C000439,Desktop,Apple,macOS,No,No,Yes
D001032,C000182,POS,Dell,Windows,No,No,Yes
D001033,C000028,POS,Apple,iOS,Yes,Yes,No
D001034,C000561,Mobile,Apple,macOS,No,Yes,Yes
D001035,C000136,Mobile,Apple,iOS,Yes,Yes,No
D001036,C000642,POS,Apple,macOS,No,Yes,No
D001037,C000648,Desktop,Apple,macOS,Yes,No,Yes
D001038,C000155,Mobile,Apple,iOS,No,Yes,No
D001039,C000074,Mobile,Apple,iOS,No,No,No
D001040,C000226,Desktop,Apple,macOS,Yes,Yes,No
D001041,C000621,Desktop,Apple,iOS,Yes,Yes,Yes
D001042,C000962,POS,Samsung,Android,Yes,No,No
D001043,C000584,POS,Apple,iOS,Yes,Yes,Yes
D001044,C000147,Desktop,Apple,iOS,No,No,No
D001045,C000628,Mobile,Apple,macOS,Yes,No,No
D001046,C000503,POS,Samsung,Android,Yes,No,No
D001047,C000584,Mobile,Dell,Windows,No,Yes,Yes
D001048,C000097,Mobile,Samsung,Android,No,Yes,No
D001049,C000168,POS,Dell,Windows,No,No,No
D001050,C000442,Desktop,Apple,iOS,Yes,No,Yes
D001051,C000500,Mobile,Apple,iOS,No,No,No
D001052,C000986,Mobile,Apple,iOS,No,No,No
D001053,C000953,Desktop,Dell,Windows,No,No,No
D001054,C000524,Desktop,Apple,macOS,No,Yes,Yes
D001055,C000834,POS,Dell,Windows,No,No,Yes
D001056,C000315,Desktop,Samsung,Android,Yes,No,Yes
D001057,C000593,Mobile,Apple,macOS,No,No,No
D001058,C000880,Mobile,Dell,Windows,Yes,Yes,No
D001059,C000769,Desktop,Apple,iOS,No,No,Yes
D001060,C000758,Desktop,Apple,iOS,Yes,No,Yes
D001061,C000702,Desktop,Dell,Windows,Yes,Yes,Yes
D001062,C000309,Desktop,Samsung,Android,No,Yes,Yes
D001063,C000807,Mobile,Apple,iOS,No,No,No
D001064,C000294,Desktop,Samsung,Android,No,No,Yes
D001065,C000120,POS,Dell,Windows,No,Yes,No
D001066,C000209,Mobile,Samsung,Android,Yes,Yes,No
D001067,C000569,POS,Apple,macOS,Yes,Yes,Yes
D001068,C000661,POS,Apple,macOS,Yes,Yes,No
D001069,C000066,POS,Dell,Windows,No,No,No
D001070,C000013,Desktop,Apple,macOS,Yes,No,Yes
D001071,C000870,POS,Apple,iOS,No,Yes,Yes
D001072,C000069,Mobile,Samsung,Android,Yes,Yes,Yes
D001073,C000516,Desktop,Dell,Windows,Yes,No,No
D001074,C000210,Mobile,Apple,iOS,No,No,No
D001075,C000970,POS,Samsung,Android,Yes,No,No
D001076,C000715,Mobile,Samsung,Android,No,Yes,No
D001077,C000622,Desktop,Dell,Windows,No,Yes,Yes
D001078,C000940,Desktop,Dell,Windows,No,Yes,Yes
D001079,C000150,Desktop,Apple,iOS,No,Yes,Yes
D001080,C000052,POS,Dell,Windows,Yes,Yes,Yes
D001081,C000299,Desktop,Dell,Windows,Yes,No,No
D001082,C000554,Mobile,Samsung,Android,Yes,Yes,No
D001083,C000654,Mobile,Dell,Windows,Yes,No,Yes
D001084,C000248,Mobile,Dell,Windows,No,No,No
D001085,C000078,POS,Dell,Windows,Yes,No,Yes
D001086,C000282,POS,Samsung,Android,Yes,No,No
D001087,C000328,Desktop,Apple,macOS,Yes,Yes,Yes
D001088,C000106,Desktop,Samsung,Android,No,No,No
D001089,C000113,Desktop,Apple,macOS,No,No,Yes
D001090,C000986,POS,Samsung,Android,Yes,Yes,No
D001091,C000415,POS,Samsung,Android,Yes,No,Yes
D001092,C000096,Mobile,Apple,macOS,No,No,No
D001093,C000116,Mobile,Apple,macOS,No,No,No
D001094,C000594,POS,Dell,Windows,Yes,Yes,Yes
D001095,C000068,Desktop,Apple,macOS,Yes,No,Yes
D001096,C000993,POS,Dell,Windows,Yes,No,Yes
D001097,C000366,POS,Dell,Windows,Yes,No,No
D001098,C000451,POS,Dell,Windows,Yes,No,Yes
D001099,C000975,Mobile,Dell,Windows,Yes,Yes,No
D001100,C000398,Desktop,Apple,iOS,Yes,Yes,No
D001101,C000344,POS,Apple,macOS,Yes,Yes,No
D001102,C000952,Desktop,Dell,Windows,No,No,Yes
D001103,C000835,Mobile,Samsung,Android,Yes,Yes,No
D001104,C000162,Desktop,Apple,iOS,Yes,No,No
D001105,C000607,POS,Apple,macOS,Yes,No,No
D001106,C000654,Desktop,Samsung,Android,Yes,Yes,No
D001107,C000896,POS,Apple,iOS,No,No,No
D001108,C000992,Mobile,Samsung,Android,Yes,No,Yes
D001109,C000549,POS,Samsung,Android,No,Yes,Yes
D001110,C000784,Mobile,Apple,macOS,Yes,No,No
D001111,C000467,POS,Apple,macOS,Yes,Yes,No
D001112,C000327,Mobile,Apple,iOS,No,No,Yes
D001113,C000799,POS,Samsung,Android,Yes,Yes,No
D001114,C000150,Mobile,Samsung,Android,Yes,Yes,No
D001115,C000199,Desktop,Apple,iOS,No,No,Yes
D001116,C000358,POS,Samsung,Android,No,No,No
D001117,C000776,POS,Samsung,Android,No,Yes,No
D001118,C000386,Desktop,Samsung,Android,No,No,No
D001119,C000789,Desktop,Apple,macOS,No,No,Yes
D001120,C000537,Mobile,Apple,macOS,Yes,No,No
D001121,C000018,POS,Samsung,Android,No,Yes,Yes
D001122,C000968,Mobile,Dell,Windows,No,No,Yes
D001123,C000640,Mobile,Apple,macOS,Yes,Yes,Yes
D001124,C000779,Desktop,Samsung,Android,Yes,Yes,No
D001125,C000371,POS,Samsung,Android,No,No,Yes
D001126,C000052,Mobile,Apple,macOS,No,No,Yes
D001127,C000930,Desktop,Samsung,Android,Yes,Yes,Yes
D001128,C000407,POS,Samsung,Android,Yes,No,Yes
D001129,C000517,Mobile,Samsung,Android,Yes,No,No
D001130,C000686,Desktop,Apple,iOS,No,No,No
D001131,C000226,Desktop,Apple,iOS,No,Yes,No
D001132,C000916,Mobile,Apple,macOS,Yes,Yes,No
D001133,C000484,POS,Apple,macOS,Yes,No,No
D001134,C000994,POS,Apple,iOS,No,No,No
D001135,C000832,Mobile,Apple,iOS,Yes,Yes,Yes
D001136,C000710,Mobile,Apple,macOS,No,No,No
D001137,C000798,POS,Apple,iOS,Yes,No,No
D001138,C000271,POS,Dell,Windows,Yes,No,Yes
D001139,C000003,Mobile,Dell,Windows,Yes,Yes,Yes
D001140,C000681,Mobile,Apple,macOS,Yes,No,No
D001141,C000328,Mobile,Samsung,Android,Yes,No,No
D001142,C000844,Mobile,Apple,iOS,No,Yes,No
D001143,C000748,Mobile,Apple,iOS,Yes,Yes,No
D001144,C000866,POS,Apple,macOS,Yes,No,Yes
D001145,C000092,Mobile,Samsung,Android,Yes,Yes,Yes
D001146,C000068,POS,Apple,iOS,No,Yes,Yes
D001147,C000875,POS,Dell,Windows,Yes,Yes,Yes
D001148,C000716,Desktop,Dell,Windows,Yes,No,Yes
D001149,C000637,POS,Samsung,Android,Yes,Yes,No
D001150,C000649,Desktop,Apple,iOS,No,No,Yes
D001151,C000789,Desktop,Apple,iOS,No,Yes,Yes
D001152,C000144,Mobile,Samsung,Android,No,Yes,No
D001153,C000799,Desktop,Dell,Windows,No,No,Yes
D001154,C000934,POS,Dell,Windows,Yes,Yes,Yes
D001155,C000358,POS,Samsung,Android,Yes,Yes,Yes
D001156,C000510,Mobile,Apple,macOS,No,No,Yes
D001157,C000572,POS,Samsung,Android,Yes,No,Yes
D001158,C000621,Mobile,Apple,macOS,No,No,No
D001159,C000776,POS,Samsung,Android,Yes,No,No
D001160,C000491,POS,Apple,macOS,Yes,No,No
D001161,C000891,Mobile,Apple,macOS,Yes,No,Yes
D001162,C000558,POS,Apple,macOS,No,Yes,Yes
D001163,C000901,POS,Apple,macOS,Yes,No,No
D001164,C000607,Mobile,Apple,iOS,Yes,No,No
D001165,C000455,POS,Apple,macOS,Yes,Yes,No
D001166,C000088,Desktop,Apple,macOS,No,Yes,Yes
D001167,C000475,Desktop,Samsung,Android,Yes,No,Yes
D001168,C000332,Desktop,Apple,iOS,No,No,No
D001169,C000445,Desktop,Apple,iOS,No,No,No
D001170,C000563,Mobile,Samsung,Android,No,Yes,No
D001171,C000947,Mobile,Samsung,Android,No,Yes,No
D001172,C000914,Desktop,Samsung,Android,No,No,Yes
D001173,C000977,Mobile,Samsung,Android,No,No,No
D001174,C000548,POS,Samsung,Android,No,Yes,Yes
D001175,C000539,Desktop,Dell,Windows,Yes,Yes,No
D001176,C000005,POS,Samsung,Android,Yes,No,No
D001177,C000536,Desktop,Apple,iOS,No,No,No
D001178,C000642,Mobile,Samsung,Android,Yes,Yes,Yes
D001179,C000127,Mobile,Samsung,Android,Yes,No,Yes
D001180,C000660,POS,Samsung,Android,No,Yes,No
D001181,C000176,POS,Dell,Windows,Yes,No,No
D001182,C000186,Mobile,Apple,iOS,Yes,Yes,No
D001183,C000841,Mobile,Apple,iOS,Yes,No,Yes
D001184,C000014,Desktop,Samsung,Android,Yes,Yes,Yes
D001185,C000805,Mobile,Dell,Windows,No,No,Yes
D001186,C000719,POS,Dell,Windows,No,No,Yes
D001187,C000968,POS,Apple,macOS,No,Yes,No
D001188,C000906,POS,Apple,macOS,Yes,No,No
D001189,C000969,POS,Apple,macOS,No,No,No
D001190,C000051,POS,Dell,Windows,No,No,Yes
D001191,C000662,Desktop,Dell,Windows,No,No,Yes
D001192,C000339,POS,Dell,Windows,Yes,No,No
D001193,C000918,POS,Apple,macOS,No,No,Yes
D001194,C000519,Mobile,Dell,Windows,No,Yes,No
D001195,C000646,Mobile,Apple,macOS,No,No,Yes
D001196,C000402,Desktop,Apple,macOS,No,Yes,Yes
D001197,C000882,POS,Samsung,Android,No,No,No
D001198,C000005,POS,Apple,macOS,No,Yes,Yes
D001199,C000790,POS,Apple,macOS,Yes,No,No
D001200,C000893,POS,Apple,iOS,No,No,Yes
D001201,C000025,POS,Dell,Windows,No,No,Yes
D001202,C000739,Mobile,Dell,Windows,Yes,No,No
D001203,C000170,POS,Apple,macOS,Yes,Yes,No
D001204,C000288,Mobile,Apple,iOS,Yes,Yes,No
D001205,C000233,POS,Apple,macOS,No,Yes,No
D001206,C000651,Desktop,Dell,Windows,Yes,Yes,Yes
D001207,C000432,Mobile,Samsung,Android,No,No,Yes
D001208,C000040,POS,Dell,Windows,Yes,Yes,No
D001209,C000024,POS,Dell,Windows,Yes,Yes,No
D001210,C000352,Mobile,Apple,iOS,Yes,Yes,No
D001211,C000791,POS,Dell,Windows,Yes,Yes,No
D001212,C000193,Mobile,Dell,Windows,Yes,Yes,Yes
D001213,C000673,Desktop,Apple,iOS,Yes,No,Yes
D001214,C000367,Mobile,Apple,macOS,No,No,Yes
D001215,C000861,POS,Apple,macOS,No,Yes,No
D001216,C000709,Mobile,Samsung,Android,No,No,Yes
D001217,C000568,POS,Apple,iOS,No,No,No
D001218,C000978,Mobile,Dell,Windows,No,No,Yes
D001219,C000599,Mobile,Samsung,Android,No,Yes,Yes
D001220,C000682,Desktop,Apple,macOS,No,No,No
D001221,C000706,Desktop,Apple,iOS,Yes,No,Yes
D001222,C000191,POS,Apple,macOS,Yes,No,No
D001223,C000254,Desktop,Apple,iOS,No,No,Yes
D001224,C000867,Mobile,Apple,iOS,No,No,No
D001225,C000737,POS,Apple,macOS,Yes,No,No
D001226,C000178,Desktop,Samsung,Android,Yes,No,Yes
D001227,C000402,Mobile,Apple,macOS,Yes,Yes,No
D001228,C000086,POS,Apple,iOS,No,Yes,Yes
D001229,C000946,POS,Apple,iOS,No,Yes,No
D001230,C000964,Mobile,Apple,macOS,No,No,Yes
D001231,C000739,POS,Dell,Windows,Yes,Yes,No
D001232,C000234,POS,Apple,macOS,Yes,Yes,Yes
D001233,C000801,Mobile,Dell,Windows,Yes,No,No
D001234,C000674,Desktop,Samsung,Android,Yes,Yes,Yes
D001235,C000623,Mobile,Dell,Windows,No,No,No
D001236,C000880,POS,Samsung,Android,Yes,Yes,Yes
D001237,C000253,Desktop,Samsung,Android,Yes,No,No
D001238,C000453,Desktop,Dell,Windows,No,Yes,Yes
D001239,C000736,Desktop,Samsung,Android,No,Yes,No
D001240,C000199,Mobile,Dell,Windows,Yes,No,Yes
D001241,C000905,POS,Apple,macOS,No,Yes,Yes
D001242,C000703,POS,Samsung,Android,Yes,No,No
D001243,C000695,POS,Samsung,Android,Yes,No,Yes
D001244,C000151,POS,Apple,macOS,Yes,No,Yes
D001245,C000925,Desktop,Apple,macOS,Yes,No,Yes
D001246,C000522,Mobile,Apple,iOS,No,Yes,Yes
D001247,C000749,POS,Samsung,Android,No,Yes,Yes
D001248,C000101,POS,Apple,iOS,Yes,No,Yes
D001249,C000454,Mobile,Dell,Windows,No,No,No
D001250,C000792,Mobile,Samsung,Android,No,Yes,No
D001251,C000002,Desktop,Apple,macOS,No,No,Yes
D001252,C000885,Mobile,Dell,Windows,Yes,No,No
D001253,C000053,Mobile,Dell,Windows,Yes,Yes,Yes
D001254,C000761,POS,Apple,macOS,Yes,No,Yes
D001255,C000763,Desktop,Apple,iOS,No,Yes,Yes
D001256,C000516,Desktop,Dell,Windows,No,No,Yes
D001257,C000665,Mobile,Apple,iOS,No,Yes,Yes
D001258,C000418,POS,Dell,Windows,No,No,No
D001259,C000550,POS,Samsung,Android,Yes,Yes,No
D001260,C000046,Mobile,Samsung,Android,Yes,Yes,No
D001261,C000074,Mobile,Apple,iOS,No,Yes,Yes
D001262,C000288,Desktop,Apple,iOS,Yes,Yes,No
D001263,C000153,Mobile,Apple,iOS,Yes,Yes,Yes
D001264,C000816,Mobile,Dell,Windows,Yes,Yes,Yes
D001265,C000903,POS,Samsung,Android,No,Yes,No
D001266,C000426,Mobile,Apple,iOS,Yes,Yes,No
D001267,C000756,Desktop,Apple,iOS,Yes,No,No
D001268,C000439,Desktop,Apple,macOS,Yes,Yes,Yes
D001269,C000363,Mobile,Samsung,Android,Yes,No,Yes
D001270,C000990,Desktop,Samsung,Android,Yes,No,Yes
D001271,C000248,Desktop,Apple,macOS,No,Yes,No
D001272,C000185,Mobile,Samsung,Android,No,Yes,No
D001273,C000784,Mobile,Samsung,Android,Yes,No,No
D001274,C000266,Desktop,Dell,Windows,No,No,Yes
D001275,C000353,Desktop,Apple,macOS,No,Yes,Yes
D001276,C000439,Desktop,Apple,macOS,Yes,Yes,No
D001277,C000752,POS,Apple,macOS,Yes,No,Yes
D001278,C000247,POS,Apple,macOS,No,No,Yes
D001279,C000760,Desktop,Apple,iOS,No,No,Yes
D001280,C000382,Desktop,Samsung,Android,No,Yes,No
D001281,C000201,POS,Samsung,Android,No,No,Yes
D001282,C000747,Mobile,Apple,iOS,Yes,No,No
D001283,C000310,Desktop,Samsung,Android,No,No,Yes
D001284,C000435,Mobile,Apple,macOS,Yes,Yes,No
D001285,C000074,Desktop,Samsung,Android,No,Yes,No
D001286,C000642,POS,Apple,iOS,Yes,No,Yes
D001287,C000524,Mobile,Dell,Windows,Yes,No,No
D001288,C000909,Desktop,Apple,iOS,No,No,Yes
D001289,C000398,Desktop,Dell,Windows,No,No,No
D001290,C000222,Desktop,Samsung,Android,Yes,Yes,Yes
D001291,C000555,Mobile,Dell,Windows,No,Yes,No
D001292,C000707,Mobile,Apple,iOS,No,Yes,Yes
D001293,C000678,POS,Samsung,Android,Yes,No,Yes
D001294,C000338,POS,Apple,macOS,Yes,No,Yes
D001295,C000930,Desktop,Samsung,Android,Yes,No,Yes
D001296,C000084,POS,Samsung,Android,No,Yes,Yes
D001297,C000288,Desktop,Apple,iOS,Yes,Yes,Yes
D001298,C000550,Mobile,Samsung,Android,No,No,Yes
D001299,C000343,POS,Apple,macOS,No,No,No
D001300,C000596,POS,Dell,Windows,No,Yes,No
D001301,C000953,Mobile,Apple,iOS,Yes,No,Yes
D001302,C000286,POS,Samsung,Android,No,No,No
D001303,C000530,POS,Dell,Windows,Yes,Yes,Yes
D001304,C000079,Desktop,Apple,macOS,Yes,No,No
D001305,C000097,Desktop,Apple,iOS,Yes,Yes,Yes
D001306,C000979,Desktop,Apple,macOS,No,No,Yes
D001307,C000106,Desktop,Apple,macOS,No,No,Yes
D001308,C000936,POS,Apple,macOS,Yes,Yes,Yes
D001309,C000402,POS,Samsung,Android,Yes,Yes,Yes
D001310,C000659,Mobile,Apple,iOS,No,Yes,No
D001311,C000357,Mobile,Apple,macOS,Yes,Yes,No
D001312,C000822,POS,Apple,iOS,Yes,No,Yes
D001313,C000079,Desktop,Apple,iOS,No,No,Yes
D001314,C000318,POS,Samsung,Android,Yes,Yes,No
D001315,C000616,Desktop,Apple,iOS,No,No,No
D001316,C000350,POS,Apple,iOS,No,Yes,Yes
D001317,C000494,Desktop,Apple,iOS,Yes,Yes,Yes
D001318,C000796,Desktop,Dell,Windows,Yes,No,No
D001319,C000854,POS,Samsung,Android,Yes,No,Yes
D001320,C000853,Desktop,Dell,Windows,No,Yes,Yes
D001321,C000724,Mobile,Apple,iOS,No,Yes,Yes
D001322,C000239,POS,Apple,macOS,No,No,No
D001323,C000845,Mobile,Samsung,Android,No,No,Yes
D001324,C000322,Desktop,Samsung,Android,Yes,Yes,Yes
D001325,C000917,Desktop,Samsung,Android,No,No,Yes
D001326,C000713,POS,Apple,macOS,No,No,No
D001327,C000645,Desktop,Apple,iOS,Yes,Yes,Yes
D001328,C000496,POS,Apple,macOS,Yes,No,Yes
D001329,C000411,POS,Apple,macOS,Yes,Yes,Yes
D001330,C000987,POS,Apple,iOS,No,Yes,No
D001331,C000030,Desktop,Apple,macOS,Yes,Yes,No
D001332,C000724,Desktop,Apple,iOS,Yes,Yes,No
D001333,C000667,Mobile,Apple,iOS,Yes,No,Yes
D001334,C000831,Mobile,Apple,iOS,No,Yes,Yes
D001335,C000445,Desktop,Apple,iOS,No,Yes,Yes
D001336,C000665,Desktop,Samsung,Android,No,No,Yes
D001337,C000780,POS,Dell,Windows,No,Yes,Yes
D001338,C000710,Desktop,Apple,iOS,Yes,No,Yes
D001339,C000450,Desktop,Dell,Windows,No,Yes,Yes
D001340,C000674,Mobile,Apple,macOS,No,No,No
D001341,C000628,POS,Samsung,Android,No,Yes,No
D001342,C000360,Mobile,Apple,macOS,Yes,Yes,No
D001343,C000328,Desktop,Samsung,Android,Yes,No,No
D001344,C000701,POS,Samsung,Android,Yes,Yes,No
D001345,C000684,Mobile,Samsung,Android,Yes,Yes,No
D001346,C000328,POS,Apple,macOS,No,Yes,Yes
D001347,C000650,Mobile,Samsung,Android,Yes,No,No
D001348,C000444,POS,Apple,macOS,No,Yes,Yes
D001349,C000240,Mobile,Dell,Windows,No,Yes,No
D001350,C000855,Mobile,Samsung,Android,Yes,Yes,Yes
D001351,C000130,Desktop,Dell,Windows,Yes,No,Yes
D001352,C000435,POS,Apple,macOS,Yes,Yes,No
D001353,C000196,Mobile,Apple,macOS,No,Yes,Yes
D001354,C000214,Desktop,Dell,Windows,No,Yes,No
D001355,C000925,POS,Apple,macOS,No,Yes,No
D001356,C000832,Desktop,Dell,Windows,Yes,No,Yes
D001357,C000393,POS,Apple,iOS,Yes,No,No
D001358,C000461,Desktop,Samsung,Android,Yes,No,Yes
D001359,C000168,POS,Dell,Windows,No,No,No
D001360,C000255,POS,Samsung,Android,No,No,No
D001361,C000215,Desktop,Dell,Windows,Yes,No,No
D001362,C000046,Desktop,Dell,Windows,No,Yes,Yes
D001363,C000039,POS,Samsung,Android,No,No,Yes
D001364,C000218,Desktop,Apple,macOS,No,No,No
D001365,C000441,Desktop,Apple,macOS,No,No,Yes
D001366,C000718,Mobile,Apple,macOS,No,Yes,No
D001367,C000088,Desktop,Samsung,Android,No,Yes,Yes
D001368,C000987,Mobile,Samsung,Android,No,No,Yes
D001369,C000402,Desktop,Dell,Windows,No,No,No
D001370,C000001,POS,Dell,Windows,No,Yes,No
D001371,C000703,Mobile,Samsung,Android,No,No,No
D001372,C000577,POS,Dell,Windows,Yes,Yes,No
D001373,C000993,Desktop,Apple,iOS,No,No,Yes
D001374,C000332,Mobile,Dell,Windows,No,No,No
D001375,C000497,Desktop,Apple,iOS,No,Yes,Yes
D001376,C000923,Mobile,Dell,Windows,No,Yes,No
D001377,C000922,Desktop,Apple,iOS,No,Yes,No
D001378,C000865,Mobile,Samsung,Android,No,Yes,Yes
D001379,C000893,POS,Dell,Windows,No,No,Yes
D001380,C000896,Desktop,Apple,macOS,Yes,No,Yes
D001381,C000587,Mobile,Dell,Windows,No,Yes,No
D001382,C000331,POS,Apple,iOS,No,Yes,Yes
D001383,C000023,Mobile,Samsung,Android,Yes,No,No
D001384,C000087,POS,Dell,Windows,Yes,Yes,No
D001385,C000151,POS,Dell,Windows,No,No,No
D001386,C000778,Desktop,Apple,macOS,Yes,Yes,No
D001387,C000425,Mobile,Dell,Windows,Yes,Yes,No
D001388,C000260,Desktop,Apple,iOS,No,Yes,No
D001389,C000521,POS,Apple,macOS,No,Yes,Yes
D001390,C000551,Mobile,Samsung,Android,Yes,Yes,Yes
D001391,C000451,POS,Dell,Windows,No,Yes,No
D001392,C000460,Mobile,Samsung,Android,Yes,No,No
D001393,C000888,Desktop,Dell,Windows,No,No,No
D001394,C000692,Desktop,Apple,iOS,Yes,No,Yes
D001395,C000456,POS,Apple,macOS,No,Yes,No
D001396,C000272,Desktop,Apple,macOS,No,No,No
D001397,C000964,Desktop,Apple,iOS,No,Yes,No
D001398,C000457,POS,Apple,iOS,No,No,Yes
D001399,C000488,Desktop,Apple,iOS,No,No,No
D001400,C000026,Desktop,Dell,Windows,Yes,Yes,No
D001401,C000479,Desktop,Apple,macOS,Yes,No,No
D001402,C000205,Desktop,Dell,Windows,Yes,Yes,No
D001403,C000785,Mobile,Apple,macOS,Yes,Yes,Yes
D001404,C000659,POS,Samsung,Android,Yes,No,Yes
D001405,C000382,Desktop,Apple,macOS,No,Yes,Yes
D001406,C000740,Desktop,Dell,Windows,No,Yes,No
D001407,C000375,Mobile,Apple,macOS,No,Yes,Yes
D001408,C000965,Desktop,Apple,iOS,No,Yes,Yes
D001409,C000267,Desktop,Samsung,Android,Yes,Yes,Yes
D001410,C000754,Mobile,Samsung,Android,No,No,No
D001411,C000081,POS,Samsung,Android,No,No,Yes
D001412,C000561,Mobile,Samsung,Android,No,Yes,No
D001413,C000412,Desktop,Dell,Windows,Yes,No,No
D001414,C000460,Desktop,Apple,macOS,Yes,No,No
D001415,C000288,POS,Samsung,Android,No,No,No
D001416,C000561,Mobile,Apple,macOS,Yes,No,Yes
D001417,C000414,Desktop,Dell,Windows,No,Yes,Yes
D001418,C000736,Mobile,Dell,Windows,Yes,Yes,Yes
D001419,C000589,POS,Apple,iOS,Yes,No,No
D001420,C000876,Mobile,Dell,Windows,No,No,No
D001421,C000639,POS,Apple,iOS,No,Yes,Yes
D001422,C000260,Mobile,Samsung,Android,No,Yes,Yes
D001423,C000545,Desktop,Samsung,Android,No,Yes,No
